chain_id,ts_code,name,date,source,title,text,stage_hit,weak
future_display,000050.SZ,深天马Ａ,20260516,互动易,公司每年34亿左右的研发费用，请问公司研发出了什么产品吗？这笔研发费用是否有全部用到研发上面？,公司每年34亿左右的研发费用，请问公司研发出了什么产品吗？这笔研发费用是否有全部用到研发上面？ | 您好，感谢您对天马公司的关注。公司聚焦的中小尺寸显示领域呈现多样化显示技术并存的特点，公司以市场需求为导向，重视在量产技术上持续优化精进，并对新技术进行前瞻性布局，以保障短中长期的技术积累，不断强化核心业务能力。2025年，公司在重点布局的OLED、车载、Micro-LED等领域，首发多项领先技术方案，获得了包括SID、EW在内的行业权威奖项，极致窄边框超低功耗显示技术、超感高刷技术、车规级Mini-LED技术、Eye Fun 护眼显示技术等显示解决方案产品成功向品牌客户交付；另一方面，公司持续优化研发流程，提高研发效率，降低不必要的成本损耗，同时促进研发、生产、销售等部门高效联动，加速成果向市场价值的转化。,True,False
future_display,000050.SZ,深天马Ａ,20260424,互动易,公司股价一蹶不振已经10年了，请问是否经营出现问题，公司管理和目标管理出现问题，公司有没有积极管理发展目标，现任经营、管理者有没有找原因，转型或者发展新技术,公司股价一蹶不振已经10年了，请问是否经营出现问题，公司管理和目标管理出现问题，公司有没有积极管理发展目标，现任经营、管理者有没有找原因，转型或者发展新技术 | 您好，感谢您对天马公司的关注。公司坚定“2+1+N”发展战略，2025年在车规显示、车载仪表显示、车载抬头（HUD）显示保持全球第一；柔性 OLED 手机等重点业务经营质效得到进一步改善；IT、智能穿戴显示等业务板块发展势头良好，向中长期发展目标稳步迈进。\n股价波动受多种因素影响，公司管理层会持续主动作为，聚焦经营质效的进一步提升，并会继续从规范运作、提升信披质量、加强与投资者的沟通力度、丰富更多元化的沟通形式、强化宣传等多方面着手，力争通过合规多样化的市值管理方式，积极推动公司投资价值合理反映公司质量，不断增强投资者信心、维护全体股东利益，促进公司高质量发展。,True,False
future_display,000050.SZ,深天马Ａ,20260410,互动易,您好董秘，公司连续几年的折旧金额都在40多亿，武汉和下午天马折旧金额相当大；严重抵消了公司的净利润金额，请简单介绍一下贵公司目前主要厂区的的折旧情况。比如:武汉天马和厦门天马工厂，账面需要折旧的总金额的多少？截止到本财年，已经计提折旧了多少,您好董秘，公司连续几年的折旧金额都在40多亿，武汉和下午天马折旧金额相当大；严重抵消了公司的净利润金额，请简单介绍一下贵公司目前主要厂区的的折旧情况。比如:武汉天马和厦门天马工厂，账面需要折旧的总金额的多少？截止到本财年，已经计提折旧了多少金额和比例？未来几年是否仍按今年的折旧比例计提折旧金额？年报里面看不到相关数据，麻烦提供一下，谢谢 | 您好，感谢您对天马公司的关注。公司按照《企业会计准则》和公司会计政策等有关规定要求计提折旧。厦门天马G5.5 LTPS产线已于2025年折旧到期，G6 LTPS产线折旧预计将于2027年折旧到期，武汉天马G6 AMOLED产线于2023年底全部完成转固，阶段内仍需承受较大折旧压力。目前，公司低世代a-Si产线折旧已全部到期，综合考虑TM20个别新线体逐步达到转固标准、成熟LTPS产线将逐步折旧到期，在没有其他新线投资的前提下，接下来公司折旧金额预计开始逐步下降。,True,False
future_display,000050.SZ,深天马Ａ,20260403,互动易,董秘，公司已累计在厦门投资超1000亿元建设5条先进生产线是真的吗？ 这个金额是否属实？ ,董秘，公司已累计在厦门投资超1000亿元建设5条先进生产线是真的吗？ 这个金额是否属实？  | 您好，感谢您对天马公司的关注。目前，公司在厦门布局涵盖多条全资及合资产线，包括量产技术能力行业领先的G5.5及G6 LTPS-LCD产线、先进的G6柔性AMOLED产线、一条专精于中小尺寸显示产品的G8.6 a-Si/Oxide产线，以及一条全制程Micro-LED产线。,True,False
future_display,000050.SZ,深天马Ａ,20260330,互动易,公司每年几十亿研发费用研发出了什么产品？是否有人套取研发费用？,公司每年几十亿研发费用研发出了什么产品？是否有人套取研发费用？ | 您好，感谢您对天马公司的关注。公司聚焦的中小尺寸显示领域呈现多样化显示技术并存的特点，公司以市场需求为导向，重视在量产技术上持续优化精进，并对新技术进行前瞻性布局，以保障短中长期的技术积累，不断强化核心业务能力。2025年，公司在重点布局的OLED、车载、Micro-LED等领域，首发多项领先技术方案，获得了包括SID、EW在内的行业权威奖项，极致窄边框超低功耗显示技术、超感高刷技术、车规级Mini-LED技术、Eye Fun 护眼显示技术等显示解决方案产品成功向品牌客户交付；另一方面，公司持续优化研发流程，提高研发效率，降低不必要的成本损耗，同时促进研发、生产、销售等部门高效联动，加速成果向市场价值的转化。公司持续按照相关法律法规规范运作，不存在您提到的情形。,True,False
future_display,000050.SZ,深天马Ａ,20260317,互动易,董秘您好：作为投资者我想了解，1、26年你公司主要盈利项目是什么？2、是什么导致扣非净利润八年亏损？八年抗战都结束了公司有没有信心在第九年实现全面盈利。3、公司什么产品是公司拳头产品，此拳头产品在市场占有率多少，是否存在壁垒性。谢谢,董秘您好：作为投资者我想了解，1、26年你公司主要盈利项目是什么？2、是什么导致扣非净利润八年亏损？八年抗战都结束了公司有没有信心在第九年实现全面盈利。3、公司什么产品是公司拳头产品，此拳头产品在市场占有率多少，是否存在壁垒性。谢谢 | 您好，感谢您对天马公司的关注。2025年，公司车载显示及专业显示等优势业务持续拉大领先身位，营收规模的增长带动了业务利润规模的提升，成为公司利润稳健增长的压舱石，其中，公司在车规显示、车载仪表显示、车载抬头（HUD）显示保持全球第一；柔性 OLED 手机等重点业务经营质效得到进一步改善；同时，IT、智能穿戴显示等业务板块发展势头良好，盈利能力稳步增强，共同驱动公司整体盈利能力大幅提升。在此基础上，2026年公司将持续聚焦提升经营质效，强化核心能力建设，推动各项业务高质量发展。,True,False
future_display,000050.SZ,深天马Ａ,20260311,互动易,公开资料显示，公司的Micro-LED/柔性OLED/全息均适配近眼显示，高PPI/低功耗/高亮度满足AI眼镜需求，2025年Micro-LED/QLE小批量起量，2026-2027年有望切入AR/AI眼镜领域，起的早赶的晚！\n作为中小尺,公开资料显示，公司的Micro-LED/柔性OLED/全息均适配近眼显示，高PPI/低功耗/高亮度满足AI眼镜需求，2025年Micro-LED/QLE小批量起量，2026-2027年有望切入AR/AI眼镜领域，起的早赶的晚！\n作为中小尺寸领域的面板龙头，深耕多年，产品主要面向智能穿戴与AR眼镜，也同时具备快速量产与定制化能力。像千问Ai眼镜的爆火，类似视涯科技类的标的，完全可以进行并购，做大做强 | 您好，感谢您的建议。,True,False
future_display,000050.SZ,深天马Ａ,20251228,互动易,2025年12月26日发布的荣耀WIN系列搭载了行业首发185Hz超高刷新率AMOLED屏幕，该屏幕由公司独家供应是真的吗？,2025年12月26日发布的荣耀WIN系列搭载了行业首发185Hz超高刷新率AMOLED屏幕，该屏幕由公司独家供应是真的吗？ | 您好，感谢您对天马公司的关注。公司一直与显示行业各主流品牌厂商保持密切合作。具体客户及产品合作涉及商业秘密，请理解。,True,False
future_display,000050.SZ,深天马Ａ,20251213,互动易,董秘，公司已累计在厦门投资超1000亿元建设5条先进生产线是真的吗？,董秘，公司已累计在厦门投资超1000亿元建设5条先进生产线是真的吗？ | 您好，感谢您对天马公司的关注。目前，公司在厦门布局涵盖多条全资及合资产线，包括量产技术能力行业领先的G5.5及G6 LTPS-LCD产线、先进的G6柔性AMOLED产线、一条专精于中小尺寸显示产品的G8.6 a-Si/Oxide产线，以及一条全制程Micro-LED产线。,True,False
future_display,000050.SZ,深天马Ａ,20251209,互动易,目前贵司的厦门公司主要业务是什么？产能如何？是否有供货福建当地企业或与相关政府部门合作？,目前贵司的厦门公司主要业务是什么？产能如何？是否有供货福建当地企业或与相关政府部门合作？ | 您好，感谢您对天马公司的关注。目前，公司在厦门拥有1家全资子公司和3家联营公司，涵盖多条全资及合资产线，包括量产技术能力行业领先的G5.5及G6 LTPS-LCD产线、先进的G6柔性AMOLED产线、一条专精于中小尺寸显示产品的G8.6 a-Si/Oxide产线，以及一条全制程Micro-LED产线，均以研发、生产及销售显示屏及显示模组为主要业务，覆盖的目标市场涵盖手机、车载、IT、工业品等众多显示领域。\n\n公司深耕显示行业四十余年，始终与显示行业各主流品牌厂商保持密切合作，并与全球数千家供应商建立了友好的合作关系，积累了优质的供应商资源。,True,False
future_display,000050.SZ,深天马Ａ,20251205,互动易,董秘，你好，请问公司上市以来累计投入了多少研发费用? 这些研发费用后续是否会给公司创造合理的利润？,董秘，你好，请问公司上市以来累计投入了多少研发费用? 这些研发费用后续是否会给公司创造合理的利润？ | 您好，感谢您对天马公司的关注。新型显示是技术密集型行业，公司始终坚持创新驱动，加强前瞻性技术布局与产品技术开发，力争通过技术领先实现产品领先。近年来，公司研发投入主要应用在柔性AMOLED、LCD等技术产品、智能手机、车载、IT等显示领域，并保持对Micro-LED、非显示技术等前沿技术的前瞻布局，相关研发投入将持续精进公司显示方案解决能力，不断丰富产品方案组合，助力公司业务竞争能力提升。公司研发投入在年报中有披露，敬请查阅。,False,False
future_display,000050.SZ,深天马Ａ,20251204,互动易,近期存储芯片价格持续上涨，机构预测 2026 年全球智能手机出货量或将下滑，而小尺寸 OLED 面板核心应用依赖手机市场。公司如何看待 2026 年小尺寸 OLED 面板的行业供需与价格趋势？针对终端需求变化，公司将采取哪些产品结构优化、客,近期存储芯片价格持续上涨，机构预测 2026 年全球智能手机出货量或将下滑，而小尺寸 OLED 面板核心应用依赖手机市场。公司如何看待 2026 年小尺寸 OLED 面板的行业供需与价格趋势？针对终端需求变化，公司将采取哪些产品结构优化、客户拓展或降本增效举措，以应对市场挑战并保障业务稳健发展？ | 您好，感谢您对天马公司的关注。根据第三方市调机构信息，柔性AMOLED技术在手机显示领域渗透率仍将持续提升，并保持结构性增长，其中大陆OLED面板厂商未来有望进一步提升市场份额，但阶段性也会面临市场竞争日趋激烈等影响，给行业厂商短期经营带来压力。\n\n公司将继续推进OLED手机产品高端化布局，不断加强在旗舰项目的能力和覆盖，同时积极推进OLED技术在车载、IT、穿戴等领域的多元化拓展，依托丰富的客户布局、产线能力的持续提升、多维度的极致降本等综合措施，来持续提升柔性AMOLED业务的规模和盈利水平。,True,False
future_display,000050.SZ,深天马Ａ,20251114,互动易,董秘，公司融资投入的AMOLED产线2023年单条就增加近8亿元折旧，2025年前三季度扣非仍亏损3亿元，融资资金未转化为持续盈利，反而拖累业绩，管理层在项目决策时是否缺乏审慎评估，对资金使用效率低下的问题为何无整改动作？,董秘，公司融资投入的AMOLED产线2023年单条就增加近8亿元折旧，2025年前三季度扣非仍亏损3亿元，融资资金未转化为持续盈利，反而拖累业绩，管理层在项目决策时是否缺乏审慎评估，对资金使用效率低下的问题为何无整改动作？ | 您好，感谢您对天马公司的关注。2025年前三季度，公司武汉AMOLED产线净利润同比改善超30%，经营质效持续改善。公司也会持续通过优化产品结构，推动极致降本等方式，不断提升产线经营水平。公司所在的显示行业具有资金密集、技术密集、工艺复杂以及建设周期较长等特点，在产能布局方面，公司会综合考量自身战略发展方向、宏观经济走势及行业技术迭代趋势等多种因素审慎规划，稳步推进中长期高质量发展。,True,False
future_display,000050.SZ,深天马Ａ,20251029,互动易,行业数据显示面板投资回报周期不短，传统 LCD 要 3-4 年，OLED 更是长达 5-6 年，且很容易遭遇需求波动引发的价格战。面对这样的行业特性，公司在规划新产线时，是如何预判未来数年的市场需求以避免盲目投资？相较于单纯扩产，是否有更侧,行业数据显示面板投资回报周期不短，传统 LCD 要 3-4 年，OLED 更是长达 5-6 年，且很容易遭遇需求波动引发的价格战。面对这样的行业特性，公司在规划新产线时，是如何预判未来数年的市场需求以避免盲目投资？相较于单纯扩产，是否有更侧重利润提升的替代策略？ | 您好，感谢您对天马公司的关注。公司深耕显示领域四十余年，始终聚焦显示主业进行投资，在新产线布局时，会综合考量自身战略发展方向、宏观经济走势及行业技术迭代趋势等多种因素，审慎规划。,True,False
